47021;BARBASTE                              ;47230;BARBASTE                              
47022;BAZENS                                ;47130;BAZENS                                
47023;BEAUGAS                               ;47290;BEAUGAS                               
47024;BEAUPUY                               ;47200;BEAUPUY                               
47025;BEAUVILLE                             ;47470;BEAUVILLE                             
47026;BEAUZIAC                              ;47700;BEAUZIAC                              
47027;BIAS                                  ;47300;BIAS                                  
47028;BIRAC SUR TREC                        ;47200;BIRAC SUR TREC                        
47029;BLANQUEFORT SUR BRIOLANCE             ;47500;BLANQUEFORT SUR BRIOLANCE             
47030;BLAYMONT                              ;47470;BLAYMONT                              
47031;BOE                                   ;47550;BOE                                   
47032;BON ENCONTRE                          ;47240;BON ENCONTRE                          
47033;BOUDY DE BEAUREGARD                   ;47290;BOUDY DE BEAUREGARD                   
47034;BOUGLON                               ;47250;BOUGLON                               
47035;BOURGOUGNAGUE                         ;47410;BOURGOUGNAGUE                         
47036;BOURLENS                              ;47370;BOURLENS                              
47037;BOURNEL                               ;47210;BOURNEL                               
47038;BOURRAN                               ;47320;BOURRAN                               
47039;BOUSSES                               ;47420;BOUSSES                               
47040;BRAX                                  ;47310;BRAX                                  
47041;BRUCH                                 ;47130;BRUCH                                 
47042;BRUGNAC                               ;47260;BRUGNAC                               
47043;BUZET SUR BAISE                       ;47160;BUZET SUR BAISE                       
47044;CAHUZAC                               ;47330;CAHUZAC                               
47045;CALIGNAC                              ;47600;CALIGNAC                              
47046;CALONGES                              ;47430;CALONGES                              
47047;CAMBES                                ;47350;CAMBES                                
47048;CANCON                                ;47290;CANCON                                
47049;CASSENEUIL                            ;47440;CASSENEUIL                            
47050;CASSIGNAS                             ;47340;CASSIGNAS                             
47051;CASTELCULIER                          ;47240;CASTELCULIER                          
47052;CASTELJALOUX                          ;47700;CASTELJALOUX                          
47053;CASTELLA                              ;47340;CASTELLA                              
47054;CASTELMORON SUR LOT                   ;47260;CASTELMORON SUR LOT                   
47055;CASTELNAUD DE GRATECAMBE              ;47290;CASTELNAUD DE GRATECAMBE              
47056;CASTELNAU SUR GUPIE                   ;47180;CASTELNAU SUR GUPIE                   
47057;CASTILLONNES                          ;47330;CASTILLONNES                          
47058;CAUBEYRES                             ;47160;CAUBEYRES                             
47059;CAUBON ST SAUVEUR                     ;47120;CAUBON ST SAUVEUR                     
47060;CAUDECOSTE                            ;47220;CAUDECOSTE                            
47061;CAUMONT SUR GARONNE                   ;47430;CAUMONT SUR GARONNE                   
47062;CAUZAC                                ;47470;CAUZAC                                
47063;CAVARC                                ;47330;CAVARC                                
47064;CAZIDEROQUE                           ;47370;CAZIDEROQUE                           
47065;CLAIRAC                               ;47320;CLAIRAC                               
47066;CLERMONT DESSOUS                      ;47130;CLERMONT DESSOUS                      
47067;CLERMONT SOUBIRAN                     ;47270;CLERMONT SOUBIRAN                     
47068;COCUMONT                              ;47250;COCUMONT                              
47069;COLAYRAC ST CIRQ                      ;47450;COLAYRAC ST CIRQ                      
47070;CONDEZAYGUES                          ;47500;CONDEZAYGUES                          
47071;COULX                                 ;47260;COULX                                 
47072;COURBIAC                              ;47370;COURBIAC                              
47073;COURS                                 ;47360;COURS                                 
47074;COUTHURES SUR GARONNE                 ;47180;COUTHURES SUR GARONNE                 
47075;LA CROIX BLANCHE                      ;47340;LA CROIX BLANCHE                      
47076;CUQ                                   ;47220;CUQ                                   
47077;CUZORN                                ;47500;CUZORN                                
47078;DAMAZAN                               ;47160;DAMAZAN                               
47079;DAUSSE                                ;47140;DAUSSE                                
47080;DEVILLAC                              ;47210;DEVILLAC                              
47081;DOLMAYRAC                             ;47110;DOLMAYRAC                             
47082;DONDAS                                ;47470;DONDAS                                
47083;DOUDRAC                               ;47210;DOUDRAC                               
47084;DOUZAINS                              ;47330;DOUZAINS                              
47085;DURANCE                               ;47420;DURANCE                               
47086;DURAS                                 ;47120;DURAS                                 
47087;ENGAYRAC                              ;47470;ENGAYRAC                              
47088;ESCASSEFORT                           ;47350;ESCASSEFORT                           
47089;ESCLOTTES                             ;47120;ESCLOTTES                             
47090;ESPIENS                               ;47600;ESPIENS                               
47091;ESTILLAC                              ;47310;ESTILLAC                              
47092;FALS                                  ;47220;FALS                                  
47093;FARGUES SUR OURBISE                   ;47700;FARGUES SUR OURBISE                   
47094;FAUGUEROLLES                          ;47400;FAUGUEROLLES                          
47095;FAUILLET                              ;47400;FAUILLET                              
47096;FERRENSAC                             ;47330;FERRENSAC                             
47097;FEUGAROLLES                           ;47230;FEUGAROLLES                           
47098;FIEUX                                 ;47600;FIEUX                                 
47099;FONGRAVE                              ;47260;FONGRAVE                              
47100;FOULAYRONNES                          ;47510;FOULAYRONNES                          
47101;FOURQUES SUR GARONNE                  ;47200;FOURQUES SUR GARONNE                  
47102;FRANCESCAS                            ;47600;FRANCESCAS                            
47103;FRECHOU                               ;47600;FRECHOU                               
47104;FREGIMONT                             ;47360;FREGIMONT                             
47105;FRESPECH                              ;47140;FRESPECH                              
47106;FUMEL                                 ;47500;FUMEL                                 
47107;GALAPIAN                              ;47190;GALAPIAN                              
47108;GAUJAC                                ;47200;GAUJAC                                
47109;GAVAUDUN                              ;47150;GAVAUDUN                              
47110;GONTAUD DE NOGARET                    ;47400;GONTAUD DE NOGARET                    
47111;GRANGES SUR LOT                       ;47260;GRANGES SUR LOT                       
47112;GRATELOUP ST GAYRAND                  ;47400;GRATELOUP ST GAYRAND                  
47113;GRAYSSAS                              ;47270;GRAYSSAS                              
47114;GREZET CAVAGNAN                       ;47250;GREZET CAVAGNAN                       
47115;GUERIN                                ;47250;GUERIN                                
47117;HAUTEFAGE LA TOUR                     ;47340;HAUTEFAGE LA TOUR                     
47118;HAUTESVIGNES                          ;47400;HAUTESVIGNES                          
47119;HOUEILLES                             ;47420;HOUEILLES                             
47120;JUSIX                                 ;47180;JUSIX                                 
47121;LABASTIDE CASTEL AMOUROUX             ;47250;LABASTIDE CASTEL AMOUROUX             
47122;LABRETONIE                            ;47350;LABRETONIE                            
47123;LACAPELLE BIRON                       ;47150;LACAPELLE BIRON                       
47124;LACAUSSADE                            ;47150;LACAUSSADE                            
47125;LACEPEDE                              ;47360;LACEPEDE                              
47126;LACHAPELLE                            ;47350;LACHAPELLE                            
47127;LAFITTE SUR LOT                       ;47320;LAFITTE SUR LOT                       
47128;LAFOX                                 ;47240;LAFOX                                 
47129;LAGARRIGUE                            ;47190;LAGARRIGUE                            
47130;LAGRUERE                              ;47400;LAGRUERE                              
47131;LAGUPIE                               ;47180;LAGUPIE                               
47132;LALANDUSSE                            ;47330;LALANDUSSE                            
47133;LAMONTJOIE                            ;47310;LAMONTJOIE                            
47134;LANNES                                ;47170;LANNES                                
47135;LAPARADE                              ;47260;LAPARADE                              
47136;LAPERCHE                              ;47800;LAPERCHE                              
47137;LAPLUME                               ;47310;LAPLUME                               
47138;LAROQUE TIMBAUT                       ;47340;LAROQUE TIMBAUT                       
47139;LASSERRE                              ;47600;LASSERRE                              
47140;LAUGNAC                               ;47360;LAUGNAC                               
47141;LAUSSOU                               ;47150;LAUSSOU                               
47142;LAUZUN                                ;47410;LAUZUN                                
47143;LAVARDAC                              ;47230;LAVARDAC                              
47144;LAVERGNE                              ;47800;LAVERGNE                              
47145;LAYRAC                                ;47390;LAYRAC                                
47146;LEDAT                                 ;47300;LEDAT                                 
47147;LEVIGNAC DE GUYENNE                   ;47120;LEVIGNAC DE GUYENNE                   
47148;LEYRITZ MONCASSIN                     ;47700;LEYRITZ MONCASSIN                     
47150;LONGUEVILLE                           ;47200;LONGUEVILLE                           
47151;LOUBES BERNAC                         ;47120;LOUBES BERNAC                         
47152;LOUGRATTE                             ;47290;LOUGRATTE                             
47154;LUSIGNAN PETIT                        ;47360;LUSIGNAN PETIT                        
47155;MADAILLAN                             ;47360;MADAILLAN                             
47156;MARCELLUS                             ;47200;MARCELLUS                             
47157;MARMANDE                              ;47200;MARMANDE                              
47158;MARMONT PACHAS                        ;47220;MARMONT PACHAS                        
47159;LE MAS D AGENAIS                      ;47430;LE MAS D AGENAIS                      
47160;MASQUIERES                            ;47370;MASQUIERES                            
47161;MASSELS                               ;47140;MASSELS                               
47162;MASSOULES                             ;47140;MASSOULES                             
47163;MAUVEZIN SUR GUPIE                    ;47200;MAUVEZIN SUR GUPIE                    
47164;MAZIERES NARESSE                      ;47210;MAZIERES NARESSE                      
47165;MEILHAN SUR GARONNE                   ;47180;MEILHAN SUR GARONNE                   
47167;MEZIN                                 ;47170;MEZIN                                 
47168;MIRAMONT DE GUYENNE                   ;47800;MIRAMONT DE GUYENNE                   
47169;MOIRAX                                ;47310;MOIRAX                                
47170;MONBAHUS                              ;47290;MONBAHUS                              
47171;MONBALEN                              ;47340;MONBALEN                              
47172;MONCAUT                               ;47310;MONCAUT                               
47173;MONCLAR                               ;47380;MONCLAR                               
47174;MONCRABEAU                            ;47600;MONCRABEAU                            
47175;MONFLANQUIN                           ;47150;MONFLANQUIN                           
47176;MONGAILLARD                           ;47230;MONGAILLARD                           
47177;MONHEURT                              ;47160;MONHEURT                              
47178;MONSEGUR                              ;47150;MONSEGUR                              
47179;MONSEMPRON LIBOS                      ;47500;MONSEMPRON LIBOS                      
47180;MONTAGNAC SUR AUVIGNON                ;47600;MONTAGNAC SUR AUVIGNON                
47181;MONTAGNAC SUR LEDE                    ;47150;MONTAGNAC SUR LEDE                    
47182;MONTASTRUC                            ;47380;MONTASTRUC                            
47183;MONTAURIOL                            ;47330;MONTAURIOL                            
47184;MONTAUT                               ;47210;MONTAUT                               
47185;MONTAYRAL                             ;47500;MONTAYRAL                             
47186;MONTESQUIEU                           ;47130;MONTESQUIEU                           
47187;MONTETON                              ;47120;MONTETON                              
47188;MONTIGNAC DE LAUZUN                   ;47800;MONTIGNAC DE LAUZUN                   
47189;MONTIGNAC TOUPINERIE                  ;47350;MONTIGNAC TOUPINERIE                  
47190;MONTPEZAT                             ;47360;MONTPEZAT                             
47191;MONTPOUILLAN                          ;47200;MONTPOUILLAN                          
47192;MONVIEL                               ;47290;MONVIEL                               
47193;MOULINET                              ;47290;MOULINET                              
47194;MOUSTIER                              ;47800;MOUSTIER                              
47195;NERAC                                 ;47600;NERAC                                 
47196;NICOLE                                ;47190;NICOLE                                
47197;NOMDIEU                               ;47600;NOMDIEU                               
47198;PAILLOLES                             ;47440;PAILLOLES                             
47199;PARDAILLAN                            ;47120;PARDAILLAN                            
47200;PARRANQUET                            ;47210;PARRANQUET                            
47201;LE PASSAGE                            ;47520;LE PASSAGE                            
47202;PAULHIAC                              ;47150;PAULHIAC                              
47203;PENNE D AGENAIS                       ;47140;PENNE D AGENAIS                       
47204;PEYRIERE                              ;47350;PEYRIERE                              
47205;PINDERES                              ;47700;PINDERES                              
47206;PINEL HAUTERIVE                       ;47380;PINEL HAUTERIVE                       
47207;POMPIEY                               ;47230;POMPIEY                               
47208;POMPOGNE                              ;47420;POMPOGNE                              
47209;PONT DU CASSE                         ;47480;PONT DU CASSE                         
47210;PORT STE MARIE                        ;47130;PORT STE MARIE                        
47211;POUDENAS                              ;47170;POUDENAS                              
47212;POUSSIGNAC                            ;47700;POUSSIGNAC                            
47213;PRAYSSAS                              ;47360;PRAYSSAS                              
47214;PUCH D AGENAIS                        ;47160;PUCH D AGENAIS                        
47215;PUJOLS                                ;47300;PUJOLS                                
47216;PUYMICLAN                             ;47350;PUYMICLAN                             
47217;PUYMIROL                              ;47270;PUYMIROL                              
47218;PUYSSERAMPION                         ;47800;PUYSSERAMPION                         
47219;RAYET                                 ;47210;RAYET                                 
47220;RAZIMET                               ;47160;RAZIMET                               
47221;REAUP LISSE                           ;47170;REAUP LISSE                           
47222;LA REUNION                            ;47700;LA REUNION                            
47223;RIVES                                 ;47210;RIVES                                 
47224;ROMESTAING                            ;47250;ROMESTAING                            
47225;ROQUEFORT                             ;47310;ROQUEFORT                             
47226;ROUMAGNE                              ;47800;ROUMAGNE                              
47227;RUFFIAC                               ;47700;RUFFIAC                               
47228;ST ANTOINE DE FICALBA                 ;47340;ST ANTOINE DE FICALBA                 
47229;ST ASTIER                             ;47120;ST ASTIER                             
47230;ST AUBIN                              ;47150;ST AUBIN                              
47231;ST AVIT                               ;47350;ST AVIT                               
47232;ST BARTHELEMY D AGENAIS               ;47350;ST BARTHELEMY D AGENAIS               
47233;STE BAZEILLE                          ;47180;STE BAZEILLE                          
47234;ST CAPRAIS DE LERM                    ;47270;ST CAPRAIS DE LERM                    
47235;ST COLOMB DE LAUZUN                   ;47410;ST COLOMB DE LAUZUN                   
47236;STE COLOMBE DE DURAS                  ;47120;STE COLOMBE DE DURAS                  
47237;STE COLOMBE DE VILLENEUVE             ;47300;STE COLOMBE DE VILLENEUVE             
47238;STE COLOMBE EN BRUILHOIS              ;47310;STE COLOMBE EN BRUILHOIS              
47239;ST ETIENNE DE FOUGERES                ;47380;ST ETIENNE DE FOUGERES                
47240;ST ETIENNE DE VILLEREAL               ;47210;ST ETIENNE DE VILLEREAL               
47241;ST EUTROPE DE BORN                    ;47210;ST EUTROPE DE BORN                    
47242;ST FRONT SUR LEMANCE                  ;47500;ST FRONT SUR LEMANCE                  
47244;STE GEMME MARTAILLAC                  ;47250;STE GEMME MARTAILLAC                  
47245;ST GERAUD                             ;47120;ST GERAUD                             
47246;ST HILAIRE DE LUSIGNAN                ;47450;ST HILAIRE DE LUSIGNAN                
47247;ST JEAN DE DURAS                      ;47120;ST JEAN DE DURAS                      
47248;ST JEAN DE THURAC                     ;47270;ST JEAN DE THURAC                     
47249;ST LAURENT                            ;47130;ST LAURENT                            
47250;ST LEGER                              ;47160;ST LEGER                              
47251;ST LEON                               ;47160;ST LEON                               
47252;STE LIVRADE SUR LOT                   ;47110;STE LIVRADE SUR LOT                   
47253;STE MARTHE                            ;47430;STE MARTHE                            
47254;ST MARTIN CURTON                      ;47700;ST MARTIN CURTON                      
47255;ST MARTIN DE BEAUVILLE                ;47270;ST MARTIN DE BEAUVILLE                
47256;ST MARTIN DE VILLEREAL                ;47210;ST MARTIN DE VILLEREAL                
47257;ST MARTIN PETIT                       ;47180;ST MARTIN PETIT                       
47258;STE MAURE DE PEYRIAC                  ;47170;STE MAURE DE PEYRIAC                  
47259;ST MAURICE DE LESTAPEL                ;47290;ST MAURICE DE LESTAPEL                
47260;ST MAURIN                             ;47270;ST MAURIN                             
47262;ST NICOLAS DE LA BALERME              ;47220;ST NICOLAS DE LA BALERME              
47263;ST PARDOUX DU BREUIL                  ;47200;ST PARDOUX DU BREUIL                  
47264;ST PARDOUX ISAAC                      ;47800;ST PARDOUX ISAAC                      
47265;ST PASTOUR                            ;47290;ST PASTOUR                            
47266;ST PE ST SIMON                        ;47170;ST PE ST SIMON                        
47267;ST PIERRE DE BUZET                    ;47160;ST PIERRE DE BUZET                    
47269;ST PIERRE DE CLAIRAC                  ;47270;ST PIERRE DE CLAIRAC                  
47271;ST PIERRE SUR DROPT                   ;47120;ST PIERRE SUR DROPT                   
47272;ST QUENTIN DU DROPT                   ;47330;ST QUENTIN DU DROPT                   
47273;ST ROBERT                             ;47340;ST ROBERT                             
47274;ST ROMAIN LE NOBLE                    ;47270;ST ROMAIN LE NOBLE                    
47275;ST SALVY                              ;47360;ST SALVY                              
47276;ST SARDOS                             ;47360;ST SARDOS                             
47277;ST SAUVEUR DE MEILHAN                 ;47180;ST SAUVEUR DE MEILHAN                 
47278;ST SERNIN                             ;47120;ST SERNIN                             
47279;ST SIXTE                              ;47220;ST SIXTE                              
47280;ST SYLVESTRE SUR LOT                  ;47140;ST SYLVESTRE SUR LOT                  
47281;ST URCISSE                            ;47270;ST URCISSE                            
47282;ST VINCENT DE LAMONTJOIE              ;47310;ST VINCENT DE LAMONTJOIE              
47283;ST VITE                               ;47500;ST VITE                               
47284;SALLES                                ;47150;SALLES                                
47285;SAMAZAN                               ;47250;SAMAZAN                               
47286;SAUMEJAN                              ;47420;SAUMEJAN                              
47287;SAUMONT                               ;47600;SAUMONT                               
47288;SAUVAGNAS                             ;47340;SAUVAGNAS                             
47289;LA SAUVETAT DE SAVERES                ;47270;LA SAUVETAT DE SAVERES                
47290;LA SAUVETAT DU DROPT                  ;47800;LA SAUVETAT DU DROPT                  
47291;LA SAUVETAT SUR LEDE                  ;47150;LA SAUVETAT SUR LEDE                  
47292;SAUVETERRE LA LEMANCE                 ;47500;SAUVETERRE LA LEMANCE                 
47293;SAUVETERRE ST DENIS                   ;47220;SAUVETERRE ST DENIS                   
47294;SAVIGNAC DE DURAS                     ;47120;SAVIGNAC DE DURAS                     
47295;SAVIGNAC SUR LEYZE                    ;47150;SAVIGNAC SUR LEYZE                    
47296;SEGALAS                               ;47410;SEGALAS                               
47297;SEMBAS                                ;47360;SEMBAS                                
47298;SENESTIS                              ;47430;SENESTIS                              
47299;SERIGNAC PEBOUDOU                     ;47410;SERIGNAC PEBOUDOU                     
47300;SERIGNAC SUR GARONNE                  ;47310;SERIGNAC SUR GARONNE                  
47301;SEYCHES                               ;47350;SEYCHES                               
47302;SOS                                   ;47170;SOS                                   
47303;SOUMENSAC                             ;47120;SOUMENSAC                             
47304;TAILLEBOURG                           ;47200;TAILLEBOURG                           
47305;TAYRAC                                ;47270;TAYRAC                                
47306;LE TEMPLE SUR LOT                     ;47110;LE TEMPLE SUR LOT                     
47307;THEZAC                                ;47370;THEZAC                                
47308;THOUARS SUR GARONNE                   ;47230;THOUARS SUR GARONNE                   
47309;TOMBEBOEUF                            ;47380;TOMBEBOEUF                            
47310;TONNEINS                              ;47400;TONNEINS                              
47311;TOURLIAC                              ;47210;TOURLIAC                              
47312;TOURNON D AGENAIS                     ;47370;TOURNON D AGENAIS                     
47313;TOURTRES                              ;47380;TOURTRES                              
47314;TREMONS                               ;47140;TREMONS                               
47315;TRENTELS                              ;47140;TRENTELS                              
